gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000008853.12	RHOBTB2	protein_coding	chr8	22844930	22877712	+	6580	2116	468	1934	448	700	704	1800	542	1732	353	818	795
ENSG00000008869.7	HEATR5B	protein_coding	chr2	37195526	37311485	-	8206	3407	1596	3555	1494	2895	2342	4308	1383	4454	1261	3496	2062
ENSG00000008952.12	SEC62	protein_coding	chr3	169684423	169716161	+	7928	7269	6059	7001	5509	7474	8238	8054	8712	8329	8711	11226	11992
ENSG00000008988.5	RPS20	protein_coding	chr8	56979854	56987069	-	2931	18131	15007	17753	14845	15024	13910	14922	14289	14018	14503	14405	11669
ENSG00000009307.11	CSDE1	protein_coding	chr1	115259534	115301297	-	5755	14250	15889	14707	14910	14233	16769	17303	20087	17892	20191	17436	18928
ENSG00000009335.13	UBE3C	protein_coding	chr7	156931607	157062066	+	9218	3009	5182	2999	4932	2374	4624	2672	6862	2714	6877	2839	5060
ENSG00000009413.11	REV3L	protein_coding	chr6	111620234	111804918	-	12417	1331	1314	1348	1346	1540	2019	2207	3078	2229	2847	2778	4187
ENSG00000009694.9	TENM1	protein_coding	chrX	123509753	124097666	-	12896	65	43	70	26	75	70	3	4	6	3	2	2
ENSG00000009724.12	MASP2	protein_coding	chr1	11086580	11107290	-	4251	397	245	433	288	232	216	457	326	517	383	330	215
ENSG00000009780.11	FAM76A	protein_coding	chr1	28052490	28089633	+	4034	724	626	656	541	728	785	707	668	781	717	973	820
ENSG00000009790.10	TRAF3IP3	protein_coding	chr1	209929377	209955668	+	7753	11296	2434	11134	2407	7501	3234	10557	701	11617	696	7424	1080
ENSG00000009830.7	POMT2	protein_coding	chr14	77741299	77787227	-	10012	813	991	728	996	983	999	554	1119	606	1118	1214	1137
ENSG00000009844.11	VTA1	protein_coding	chr6	142468367	142545826	+	7194	1400	1851	1310	1737	1331	1922	1260	2372	1292	2378	1413	2134
ENSG00000009950.11	MLXIPL	protein_coding	chr7	73007524	73038873	-	4815	0	1	0	1	2	0	1	1	1	0	1	1
ENSG00000009954.6	BAZ1B	protein_coding	chr7	72854728	72936608	-	7053	4272	5272	4692	5193	4051	5574	5039	8272	5435	8151	5680	6921
ENSG00000010017.9	RANBP9	protein_coding	chr6	13621730	13711796	-	3480	1673	1329	1608	1187	1483	1628	1219	1404	1331	1259	1624	1789
ENSG00000010030.9	ETV7	protein_coding	chr6	36322419	36356164	-	2369	137	227	96	232	55	14	68	145	90	157	58	12
ENSG00000010072.11	SPRTN	protein_coding	chr1	231472850	231490769	+	5906	348	358	362	334	284	408	327	458	359	424	377	493
ENSG00000010165.15	METTL13	protein_coding	chr1	171750788	171783163	+	3843	1746	2837	1662	2664	1525	2700	1416	3486	1399	3409	1624	2622
ENSG00000010219.9	DYRK4	protein_coding	chr12	4671370	4723325	+	5911	493	446	492	387	271	414	577	452	618	481	325	355
ENSG00000010244.12	ZNF207	protein_coding	chr17	30677136	30708905	+	15834	8813	7968	9278	7564	6082	7809	9175	10246	10402	10525	8762	9638
ENSG00000010256.6	UQCRC1	protein_coding	chr3	48636435	48648409	-	3236	2924	2604	2856	2545	1942	2704	1812	2091	1854	2040	1925	2213
ENSG00000010270.9	STARD3NL	protein_coding	chr7	38217824	38270272	+	4348	756	715	715	683	712	923	673	794	673	764	813	1021
ENSG00000010278.7	CD9	protein_coding	chr12	6308881	6347425	+	3218	828	161	826	147	1052	1039	595	139	558	113	647	726
ENSG00000010292.8	NCAPD2	protein_coding	chr12	6602522	6641121	+	6487	2869	1016	2757	937	2175	1331	2922	698	3077	647	2571	1051
ENSG00000010295.15	IFFO1	protein_coding	chr12	6647541	6665239	-	5193	2409	774	2313	759	1766	994	1746	343	1979	320	1580	525
ENSG00000010310.4	GIPR	protein_coding	chr19	46171502	46186982	+	4736	59	50	62	61	82	109	20	13	21	12	23	22
ENSG00000010318.15	PHF7	protein_coding	chr3	52444673	52457657	+	3367	272	162	308	177	300	214	250	104	335	126	243	124
ENSG00000010319.2	SEMA3G	protein_coding	chr3	52467069	52479101	-	5011	8	7	3	4	3	3	2	2	3	3	4	2
ENSG00000010322.11	NISCH	protein_coding	chr3	52489134	52527087	+	9161	6986	4560	6738	4785	5808	5258	6652	4211	7181	4399	6231	4121
ENSG00000010327.6	STAB1	protein_coding	chr3	52529354	52558511	+	10588	147	66	102	65	235	136	38	52	65	39	31	6
ENSG00000010361.9	FUZ	protein_coding	chr19	50310126	50320633	-	2951	402	200	379	171	352	209	415	108	422	119	287	107
ENSG00000010379.11	SLC6A13	protein_coding	chr12	329789	372039	-	4241	0	6	3	6	17	9	3	2	4	1	12	9
ENSG00000010404.13	IDS	protein_coding	chrX	148558521	148615470	-	10496	5311	2565	5364	2585	9377	5746	7489	3239	7786	2864	12569	6730
ENSG00000010539.7	ZNF200	protein_coding	chr16	3272325	3286221	-	7498	681	1031	721	1017	560	893	587	1299	649	1347	611	892
ENSG00000010610.5	CD4	protein_coding	chr12	6896024	6929974	+	4583	400	264	439	304	1295	994	79	53	94	42	44	30
ENSG00000010626.10	LRRC23	protein_coding	chr12	6982733	7023407	+	3054	217	148	210	114	195	153	201	100	216	105	183	113
ENSG00000010671.11	BTK	protein_coding	chrX	100604435	100641183	-	4227	8500	4016	8675	3451	5024	3861	9104	3255	9990	3446	7934	4944
ENSG00000010704.14	HFE	protein_coding	chr6	26087509	26098571	+	5675	184	20	193	18	124	22	229	17	241	13	125	14
ENSG00000010803.12	SCMH1	protein_coding	chr1	41492872	41707826	-	4447	1046	1832	970	1769	439	935	792	2353	833	2397	743	1101
ENSG00000010810.13	FYN	protein_coding	chr6	111981535	112194655	-	7411	3656	1806	3565	1724	5068	3776	1763	1436	1841	1468	2649	2381
ENSG00000010818.4	HIVEP2	protein_coding	chr6	143072604	143266338	-	9774	3025	2873	3111	3288	3230	5888	5162	7221	5181	6259	4472	8564
ENSG00000010932.11	FMO1	protein_coding	chr1	171217638	171255117	+	3574	6	1	7	1	2	1	0	0	1	1	0	2
ENSG00000011007.8	TCEB3	protein_coding	chr1	24069645	24088549	+	5391	1873	3383	1857	3159	1516	3824	2154	4554	2168	4194	2341	4529
ENSG00000011009.6	LYPLA2	protein_coding	chr1	24117460	24122029	+	2196	1640	2056	1550	1893	1145	1862	971	1665	939	1727	1050	1559
ENSG00000011021.17	CLCN6	protein_coding	chr1	11866207	11903201	+	6884	3287	2803	3292	2880	2540	2779	2886	3726	3289	3453	3513	3500
ENSG00000011028.9	MRC2	protein_coding	chr17	60704762	60770958	+	6860	108	96	138	88	105	98	17	17	25	13	15	13
ENSG00000011105.7	TSPAN9	protein_coding	chr12	3186521	3395730	+	5714	12	72	6	66	21	39	14	27	22	38	16	29
ENSG00000011114.10	BTBD7	protein_coding	chr14	93703896	93799438	-	11333	1377	1239	1257	1159	1175	1518	1569	1768	1577	1648	1849	2069
ENSG00000011132.7	APBA3	protein_coding	chr19	3750817	3761697	-	5556	1370	1024	1355	1061	949	1501	1263	1009	1199	962	1037	1175
ENSG00000011143.12	MKS1	protein_coding	chr17	56282803	56296966	-	4073	420	324	437	290	366	393	268	180	320	214	304	231
ENSG00000011198.3	ABHD5	protein_coding	chr3	43731605	43775863	+	3172	143	222	130	186	150	236	95	217	123	256	189	280
ENSG00000011243.13	AKAP8L	protein_coding	chr19	15490859	15529952	-	5081	3047	1670	2896	1678	2510	2269	2611	1674	2849	1648	2864	2195
ENSG00000011258.11	MBTD1	protein_coding	chr17	49254786	49337524	-	7201	1656	1290	1644	1198	1161	1111	1830	1501	2051	1587	1612	1305
ENSG00000011260.9	UTP18	protein_coding	chr17	49337889	49375297	+	2721	1704	2717	1639	2554	1506	2614	1500	3479	1563	3488	1747	3031
ENSG00000011275.14	RNF216	protein_coding	chr7	5659678	5821370	-	7619	3855	3040	3822	3109	3696	4161	4031	3717	4174	3697	4647	3937
ENSG00000011295.11	TTC19	protein_coding	chr17	15902694	15948329	+	5966	1510	2300	1381	2044	1503	2352	1243	2519	1302	2838	1780	2425
ENSG00000011304.12	PTBP1	protein_coding	chr19	797075	812327	+	6969	11143	15880	11273	16620	7895	14210	8921	22636	9428	22000	10233	15483
ENSG00000011332.15	DPF1	protein_coding	chr19	38701646	38720354	-	4800	18	0	23	16	13	12	13	5	13	5	7	4
ENSG00000011347.5	SYT7	protein_coding	chr11	61282785	61348620	-	5953	1	19	0	8	2	12	1	25	1	29	9	6
ENSG00000011376.5	LARS2	protein_coding	chr3	45429998	45590913	+	5393	879	1129	909	1055	607	1082	725	1550	764	1522	801	1202
ENSG00000011405.9	PIK3C2A	protein_coding	chr11	17099277	17229530	-	9204	1494	1287	1645	1182	1201	1320	1918	1855	2268	1855	2062	2161
ENSG00000011422.7	PLAUR	protein_coding	chr19	44150247	44174699	-	4457	204	205	153	243	125	140	81	91	86	99	67	47
ENSG00000011426.6	ANLN	protein_coding	chr7	36429415	36493400	+	6012	145	71	132	51	3	7	35	27	48	26	2	3
ENSG00000011451.13	WIZ	protein_coding	chr19	15532319	15560762	-	8155	1639	2645	1749	2927	1346	2556	1334	3814	1367	3789	1532	2476
ENSG00000011454.12	RABGAP1	protein_coding	chr9	125703112	125867145	+	8181	1865	1905	2006	1921	2085	2123	2288	2820	2348	2820	2667	2720
ENSG00000011478.7	QPCTL	protein_coding	chr19	46195741	46207247	+	2396	649	367	724	395	708	671	583	511	577	532	991	1049
ENSG00000011485.10	PPP5C	protein_coding	chr19	46850251	46896238	+	7059	1910	2920	1842	2728	793	2066	1105	3026	1199	3173	996	1894
ENSG00000011523.9	CEP68	protein_coding	chr2	65283500	65314138	+	8623	1250	777	1366	853	2471	1595	1665	1754	1742	1648	3063	3094
ENSG00000011566.10	MAP4K3	protein_coding	chr2	39476407	39664453	-	6067	394	206	444	187	422	406	463	240	500	235	708	797
ENSG00000011590.9	ZBTB32	protein_coding	chr19	36195429	36207940	+	2770	642	809	635	888	466	1394	459	731	526	845	497	1325
ENSG00000011600.7	TYROBP	protein_coding	chr19	36395303	36399197	-	907	544	281	423	356	319	203	97	74	116	75	65	13
ENSG00000011638.6	TMEM159	protein_coding	chr16	21169698	21191937	+	2558	473	185	428	190	748	454	489	138	492	133	801	392
ENSG00000012048.15	BRCA1	protein_coding	chr17	41196312	41277500	-	8278	714	671	811	469	334	290	392	328	463	326	304	222
ENSG00000012061.11	ERCC1	protein_coding	chr19	45910591	45982086	-	5576	1298	1891	1321	1959	1097	1653	1031	2260	1112	2324	1262	1490
ENSG00000012124.10	CD22	protein_coding	chr19	35810164	35838258	+	5839	16606	24969	16313	26582	4667	17041	15643	60466	17850	62450	8811	27798
ENSG00000012171.13	SEMA3B	processed_transcript	chr3	50304990	50314977	+	5767	13	12	21	11	9	16	9	6	13	7	15	8
ENSG00000012174.7	MBTPS2	protein_coding	chrX	21857754	21903542	+	8927	336	426	376	441	284	575	359	897	390	926	366	676
ENSG00000012211.8	PRICKLE3	protein_coding	chrX	49031151	49042845	-	3396	326	263	320	312	211	294	411	288	431	306	278	242
ENSG00000012223.8	LTF	protein_coding	chr3	46477136	46526724	-	4247	29	27	20	37	9	6	0	1	0	0	0	1
ENSG00000012232.4	EXTL3	protein_coding	chr8	28457986	28613116	+	13220	893	832	852	852	882	1429	957	1182	867	1236	1229	1506
ENSG00000012660.9	ELOVL5	protein_coding	chr6	53132196	53213947	-	4223	6532	8285	6427	8866	3494	6027	5011	12124	5446	12771	5423	8093
ENSG00000012779.6	ALOX5	protein_coding	chr10	45869661	45941561	+	3685	7916	410	7640	418	4411	787	9816	496	10713	488	6757	985
ENSG00000012817.11	KDM5D	protein_coding	chrY	21865751	21906825	-	9463	8463	4210	8036	3763	6684	4947	7250	2477	8180	2717	7034	4005
ENSG00000012822.11	CALCOCO1	protein_coding	chr12	54104903	54121529	-	6296	3892	564	4022	523	3577	1617	4324	300	4761	277	3836	1194
ENSG00000012963.9	UBR7	protein_coding	chr14	93673401	93695561	+	3694	1454	1039	1386	876	1090	1259	1350	1097	1416	1079	1230	1248
ENSG00000012983.7	MAP4K5	protein_coding	chr14	50885219	51027844	-	7620	1537	1941	1537	1765	1261	1708	1532	2525	1669	2637	1793	2434
ENSG00000013016.10	EHD3	protein_coding	chr2	31456880	31492313	+	4959	1285	111	1257	110	1423	194	1678	111	1665	96	2010	153
ENSG00000013275.3	PSMC4	protein_coding	chr19	40476912	40487348	+	2387	2402	3555	2387	3643	1564	3678	1609	4641	1641	4431	1993	3867
ENSG00000013288.4	MAN2B2	protein_coding	chr4	6576902	6625089	+	8898	2435	1091	2457	1189	2414	1729	2412	818	2506	847	2125	1087
ENSG00000013297.6	CLDN11	protein_coding	chr3	170136653	170578169	+	6032	31	11	29	6	6	16	26	13	20	7	19	6
ENSG00000013306.11	SLC25A39	protein_coding	chr17	42396993	42402238	-	3526	4311	8373	3933	8186	2173	4994	2069	7844	2250	8414	2370	4482
ENSG00000013364.14	MVP	protein_coding	chr16	29831715	29859355	+	6136	5274	6261	4994	6846	5991	10889	3679	4016	3841	4223	4594	6043
ENSG00000013374.11	NUB1	protein_coding	chr7	151038785	151075535	+	5411	2661	851	2550	837	2683	1480	3207	515	3326	498	3036	1222
ENSG00000013375.11	PGM3	protein_coding	chr6	83870869	83903655	-	7331	975	667	912	591	723	609	964	496	1073	512	1277	982
ENSG00000013392.6	RWDD2A	protein_coding	chr6	83903098	83908651	+	4686	388	198	372	195	412	306	322	122	351	111	440	251
ENSG00000013441.11	CLK1	protein_coding	chr2	201717732	201729422	-	5125	11377	4235	10600	4206	7278	5491	14770	5273	15505	5202	12650	7939
ENSG00000013503.5	POLR3B	protein_coding	chr12	106751436	106903976	+	4858	379	492	423	486	305	565	294	580	293	583	317	581
ENSG00000013523.5	ANGEL1	protein_coding	chr14	77253588	77292589	-	5347	1314	1497	1303	1620	1015	1400	1258	2541	1275	2485	1129	1638
ENSG00000013561.13	RNF14	protein_coding	chr5	141337893	141369856	+	4834	793	970	813	995	1264	1569	926	1307	976	1300	1263	1561
ENSG00000013563.9	DNASE1L1	protein_coding	chrX	153629579	153640449	-	4130	492	195	467	210	437	340	439	180	501	157	453	255
ENSG00000013573.12	DDX11	protein_coding	chr12	31226779	31257725	+	8374	1452	1560	1323	1392	671	1026	1018	1398	1141	1412	843	890
ENSG00000013583.4	HEBP1	protein_coding	chr12	13127798	13153207	-	3442	329	244	336	254	403	343	261	193	291	208	375	206
ENSG00000013588.5	GPRC5A	protein_coding	chr12	13043716	13070871	+	8440	1	1	0	0	4	3	0	1	1	2	18	9
ENSG00000013619.9	MAMLD1	protein_coding	chrX	149529689	149682448	+	5958	243	249	224	264	122	339	87	159	105	207	102	350
ENSG00000013725.10	CD6	protein_coding	chr11	60739115	60787849	+	5995	2505	1642	2394	1977	8207	5613	833	276	878	282	1671	419
ENSG00000013810.14	TACC3	protein_coding	chr4	1723227	1746898	+	4682	2734	1735	2719	1549	1659	1352	1586	666	1617	639	957	421
ENSG00000014123.9	UFL1	protein_coding	chr6	96969471	97003152	+	4539	1806	1468	1851	1345	1893	1754	2043	1443	2305	1541	2321	1788
ENSG00000014138.4	POLA2	protein_coding	chr11	65029233	65073060	+	5726	1276	1117	1209	1020	601	1009	940	859	953	868	647	815
ENSG00000014164.6	ZC3H3	protein_coding	chr8	144519825	144623623	-	3731	960	770	910	949	1015	1257	854	935	922	954	948	958
ENSG00000014216.11	CAPN1	protein_coding	chr11	64948037	64979477	+	7553	4467	1465	4266	1365	4716	3408	4429	926	4182	821	4886	2417
ENSG00000014257.11	ACPP	protein_coding	chr3	132036211	132087142	+	4193	6	8	12	16	0	3	0	6	3	8	0	0
ENSG00000014641.13	MDH1	protein_coding	chr2	63815743	63834331	+	4993	3544	4093	3561	3500	2758	3788	2106	3190	2282	3316	2346	3242
ENSG00000014824.9	SLC30A9	protein_coding	chr4	41992489	42092474	+	7225	1341	1287	1431	1318	1185	1344	1404	1671	1593	1752	1347	1687
ENSG00000014914.15	MTMR11	protein_coding	chr1	149900543	149908791	-	4591	10	9	9	12	32	16	2	2	1	4	8	9
ENSG00000014919.8	COX15	protein_coding	chr10	101471601	101491857	-	4177	1613	1167	1654	1239	1631	1674	1610	1415	1775	1562	1700	1438
ENSG00000015133.14	CCDC88C	protein_coding	chr14	91737667	91884188	-	12426	5376	3614	5063	3958	4866	4624	5617	3714	5752	3694	4150	3084
ENSG00000015153.10	YAF2	protein_coding	chr12	42550906	42632151	-	10840	627	639	560	603	478	719	546	848	549	768	581	761
ENSG00000015171.14	ZMYND11	protein_coding	chr10	180405	300577	+	5300	2125	2135	2114	2094	2153	2598	1844	3015	1924	2818	2217	2770
ENSG00000015285.6	WAS	protein_coding	chrX	48534985	48549818	+	2381	3180	1743	3143	1702	2226	1975	2753	958	2986	986	2151	1262
ENSG00000015475.14	BID	protein_coding	chr22	18216906	18257536	-	4418	1652	2319	1540	2251	543	1700	836	2276	891	2479	780	1875
ENSG00000015479.13	MATR3	protein_coding	chr5	138609441	138667360	+	14669	11518	15892	11652	15842	9495	15313	11827	24415	12795	24996	12988	19690
ENSG00000015520.10	NPC1L1	protein_coding	chr7	44552134	44580914	-	5252	2	0	3	3	7	2	6	4	8	9	14	8
ENSG00000015532.5	XYLT2	protein_coding	chr17	48423453	48440499	+	5472	1193	1003	1172	1045	914	728	1063	759	1107	763	876	525
ENSG00000015592.12	STMN4	protein_coding	chr8	27092840	27115937	-	3294	3	1	0	0	2	0	0	0	1	1	0	1
ENSG00000015676.13	NUDCD3	protein_coding	chr7	44418720	44530479	-	10113	2771	4060	2577	4092	2246	3889	2645	5178	2622	5220	2586	3617
ENSG00000016391.6	CHDH	protein_coding	chr3	53846362	53880417	-	7758	164	62	182	48	12	15	56	29	81	34	13	12
ENSG00000016602.8	CLCA4	protein_coding	chr1	87012761	87046437	+	3649	3	1	4	0	3	1	1	0	1	0	2	1
ENSG00000016864.12	GLT8D1	protein_coding	chr3	52728505	52740048	-	3783	1224	1573	1191	1402	1278	1432	870	1343	913	1394	1169	1231
ENSG00000017260.15	ATP2C1	protein_coding	chr3	130569439	130735556	+	8533	2465	2613	2438	2375	2232	2883	2114	2277	2380	2379	2713	2865
ENSG00000017373.11	SRCIN1	protein_coding	chr17	36686251	36762183	-	11025	7	5	9	3	7	8	21	4	23	9	16	5
ENSG00000017427.11	IGF1	protein_coding	chr12	102789645	102874423	-	8087	44	22	26	19	30	36	11	9	9	5	14	8
ENSG00000017483.10	SLC38A5	protein_coding	chrX	48316920	48328644	-	4016	1478	4442	1456	4186	455	2236	727	5163	784	5511	762	2798
ENSG00000017621.11	MAGIX	protein_coding	chrX	49019061	49024822	+	4948	39	16	36	16	39	21	33	7	31	8	48	18
ENSG00000017797.7	RALBP1	protein_coding	chr18	9475007	9538114	+	4979	1704	1516	1626	1494	1980	2081	1916	2103	1979	2039	2094	2156
ENSG00000018189.8	RUFY3	protein_coding	chr4	71569921	71673032	+	8070	2038	1498	2172	1514	1591	1853	2635	1811	2911	1850	2883	2666
ENSG00000018280.12	SLC11A1	protein_coding	chr2	219246752	219261617	+	8676	88	80	90	140	68	34	156	66	200	71	39	13
ENSG00000018408.10	WWTR1	protein_coding	chr3	149235022	149454501	-	8413	61	60	69	41	47	33	46	35	53	32	48	36
ENSG00000018510.8	AGPS	protein_coding	chr2	178257372	178408564	+	8197	1334	1802	1379	1668	1050	1802	1025	2043	1098	2140	1223	1975
ENSG00000018610.9	CXorf56	protein_coding	chrX	118672112	118699397	-	2606	418	467	401	458	352	548	663	1074	663	1162	696	962
ENSG00000018699.7	TTC27	protein_coding	chr2	32853099	33046118	+	3185	907	1713	915	1644	668	1989	767	2585	868	2652	870	2353
ENSG00000018869.12	ZNF582	protein_coding	chr19	56887413	56904914	-	3152	216	261	187	232	146	281	220	332	238	292	239	277
ENSG00000019102.7	VSIG2	protein_coding	chr11	124617368	124622134	-	1432	6	2	7	3	3	2	1	4	3	2	2	5
ENSG00000019144.12	PHLDB1	protein_coding	chr11	118477155	118528741	+	21988	73	196	64	190	124	261	50	312	47	299	160	313
ENSG00000019169.9	MARCO	protein_coding	chr2	119699742	119752236	+	2079	2	6	9	7	0	0	2	1	1	1	0	0
ENSG00000019186.5	CYP24A1	protein_coding	chr20	52769988	52790512	-	3972	1	0	1	1	2	0	1	1	0	0	0	0
ENSG00000019485.8	PRDM11	protein_coding	chr11	45115564	45247734	+	5527	397	317	341	339	244	367	424	601	390	513	409	521
ENSG00000019582.10	CD74	protein_coding	chr5	149781200	149792492	-	3184	190166	126949	189421	133812	87650	120794	217526	160384	226087	163641	123818	109969
ENSG00000019991.11	HGF	protein_coding	chr7	81328322	81399754	-	8897	2	3	0	1	1	0	0	1	0	0	0	1
ENSG00000019995.6	ZRANB1	protein_coding	chr10	126630692	126676758	+	5993	1523	1506	1460	1489	1361	1543	1883	2224	2031	2106	2040	2179
ENSG00000020129.11	NCDN	protein_coding	chr1	36023074	36032875	+	4917	1112	1481	1046	1504	649	1337	950	1807	929	1895	785	1154
ENSG00000020181.13	GPR124	protein_coding	chr8	37641709	37702414	+	7061	1	5	2	3	4	12	1	5	2	5	4	3
ENSG00000020256.15	ZFP64	protein_coding	chr20	50668202	50820847	-	6997	430	244	453	284	565	567	566	254	537	250	598	471
ENSG00000020426.6	MNAT1	protein_coding	chr14	61201460	61436671	+	3865	292	418	307	384	224	378	191	412	196	400	208	363
ENSG00000020577.9	SAMD4A	protein_coding	chr14	55033815	55260033	+	12170	340	507	388	554	258	298	629	850	686	799	722	574
ENSG00000020633.14	RUNX3	protein_coding	chr1	25226002	25291612	-	4605	6264	9259	6271	8862	6723	16030	5491	8313	5473	8135	7252	13089
ENSG00000020922.8	MRE11A	protein_coding	chr11	94152895	94227074	-	3538	921	944	1004	778	781	878	1714	1135	1984	1116	1450	1231
ENSG00000021300.9	PLEKHB1	protein_coding	chr11	73357223	73373864	+	4933	443	116	445	156	378	240	415	44	404	43	157	48
ENSG00000021355.8	SERPINB1	protein_coding	chr6	2832566	2842240	-	3226	2743	5997	2574	5917	2248	4245	2418	5438	2563	6042	2971	4478
ENSG00000021461.12	CYP3A43	protein_coding	chr7	99425636	99463718	+	2630	0	0	1	3	4	1	0	0	1	0	2	0
ENSG00000021488.8	SLC7A9	protein_coding	chr19	33321415	33360672	-	2597	25	22	16	12	16	23	33	16	25	21	34	26
ENSG00000021574.7	SPAST	protein_coding	chr2	32288680	32382706	+	5213	750	525	804	476	876	693	951	558	1008	534	1151	845
ENSG00000021762.15	OSBPL5	protein_coding	chr11	3108346	3187969	-	7466	108	78	90	81	110	63	15	8	19	10	6	4
ENSG00000021776.6	AQR	protein_coding	chr15	35147732	35262040	-	9779	2189	2949	2390	2937	2121	3363	2281	4008	2469	4052	2654	3770
ENSG00000021826.10	CPS1	protein_coding	chr2	211342406	211543831	+	10444	22	6	19	6	4	14	6	3	11	4	4	3
ENSG00000022267.12	FHL1	protein_coding	chrX	135229559	135293518	+	4945	412	136	411	118	309	150	322	66	348	44	324	68
ENSG00000022277.8	RTFDC1	protein_coding	chr20	55043647	55093943	+	3501	2136	2280	2127	2046	1868	2502	1978	2213	2004	2366	2077	2460
ENSG00000022556.11	NLRP2	protein_coding	chr19	55464498	55512510	+	6313	356	316	355	322	203	212	484	518	551	578	442	344
ENSG00000022567.5	SLC45A4	protein_coding	chr8	142217265	142318404	-	8608	336	538	347	607	321	479	178	454	186	479	244	318
ENSG00000022840.11	RNF10	protein_coding	chr12	120971283	121015397	+	5911	3860	3723	3699	3809	4988	5812	3704	5455	3936	5269	5549	6181
ENSG00000022976.11	ZNF839	protein_coding	chr14	102783714	102809044	+	5595	1261	1502	1168	1543	844	1094	812	1126	932	1227	757	810
ENSG00000023041.7	ZDHHC6	protein_coding	chr10	114190058	114206672	-	2404	2509	2329	2487	2130	1959	2161	2247	2160	2439	2212	2135	2313
ENSG00000023171.10	GRAMD1B	protein_coding	chr11	123396344	123498482	+	9770	129	398	135	377	112	276	31	160	43	209	19	50
ENSG00000023191.12	RNH1	protein_coding	chr11	494512	507300	-	7367	3913	5698	3901	6301	3740	7008	2563	6926	2597	7083	3466	5823
ENSG00000023228.9	NDUFS1	protein_coding	chr2	206979541	207024327	-	12268	2153	2323	2346	2199	1923	2671	1790	3041	1923	2974	2158	2781
