gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000007350.12	TKTL1	protein_coding	chrX	153524024	153558700	+	3650	0.271	0.089	0.239	0.101	0.101	0.04	0.065	0.017	0.041	0.026	0.032	0.068
ENSG00000007372.16	PAX6	protein_coding	chr11	31806340	31839509	-	14776	0.171	0.167	0.217	0.153	0.34	0.232	0.164	0.085	0.185	0.104	0.218	0.142
ENSG00000007376.3	RPUSD1	protein_coding	chr16	834974	838397	-	2769	12.631	13.635	12.323	13.669	11.413	12.19	10.165	13.37	9.172	11.182	10.536	11.481
ENSG00000007384.11	RHBDF1	protein_coding	chr16	108058	126354	-	5104	0.258	0.242	0.314	0.283	3.39	1.964	0.07	0.203	0.117	0.202	3.02	2.055
ENSG00000007392.12	LUC7L	protein_coding	chr16	238968	279462	-	6176	35.411	26.244	32.807	26.659	19.565	17.387	27.705	21.36	28.357	21.444	24.872	20.693
ENSG00000007402.7	CACNA2D2	protein_coding	chr3	50400233	50541675	-	6319	0.469	0.149	0.519	0.152	0.621	0.288	1.004	0.095	0.634	0.089	0.828	0.185
ENSG00000007516.9	BAIAP3	protein_coding	chr16	1383602	1399439	+	6143	18.617	2.001	18.442	1.927	15.787	2.866	12.804	1.08	14.001	1.103	8.269	1.8
ENSG00000007520.3	TSR3	protein_coding	chr16	1399241	1401912	-	1243	40.852	49.049	37.617	53.46	40.866	52.843	29.183	43.424	28.812	40.755	34.098	41.771
ENSG00000007541.10	PIGQ	protein_coding	chr16	616995	634136	+	6869	6.471	6.019	6.075	6.857	6.354	6.14	5.593	5.719	5.901	5.757	5.827	4.731
ENSG00000007545.11	CRAMP1L	protein_coding	chr16	1662326	1727909	+	8427	5.131	4.071	4.892	3.75	5.201	4.005	3.792	2.826	4.17	2.978	5.193	3.63
ENSG00000007866.14	TEAD3	protein_coding	chr6	35441374	35464853	-	3046	0.132	0.191	0.12	0.17	0.273	0.203	0.104	0.207	0.049	0.092	0.258	0.256
ENSG00000007908.11	SELE	protein_coding	chr1	169691781	169733846	-	4586	0.016	0	0.008	0.024	0.01	0.008	0.009	0.021	0.016	0.034	0	0
ENSG00000007923.11	DNAJC11	protein_coding	chr1	6694228	6761984	-	5147	10.299	16.898	10.245	16.706	6.893	12.294	8.018	18.939	8.013	19.327	7.998	13.6
ENSG00000007944.10	MYLIP	protein_coding	chr6	16129356	16148479	+	3033	7.659	2.942	8.128	2.842	9.127	3.389	44.376	3.619	44.798	2.851	17.345	5.48
ENSG00000007952.13	NOX1	protein_coding	chrX	100098313	100129334	-	2529	0.145	0.287	0.187	0.263	0.128	0.173	0.11	0.261	0.089	0.185	0.109	0.112
ENSG00000007968.6	E2F2	protein_coding	chr1	23832922	23857712	-	5457	2.621	0.698	2.229	0.631	0.135	0.134	1.424	0.254	1.236	0.309	0.238	0.045
ENSG00000008018.8	PSMB1	protein_coding	chr6	170844205	170862429	-	2256	66.455	88.035	64.147	82.675	59.777	85.326	48.501	85.175	49.516	84.95	61.136	89.31
ENSG00000008056.8	SYN1	protein_coding	chrX	47431303	47479252	-	3203	0.046	0.079	0.034	0.035	0.086	0.068	0.012	0	0.023	0.01	0	0.022
ENSG00000008083.9	JARID2	protein_coding	chr6	15246527	15522252	+	6490	13.754	6.712	13.511	7.035	17.011	21.623	19.535	6.063	18.575	5.93	19.016	23.351
ENSG00000008086.6	CDKL5	protein_coding	chrX	18443703	18671749	+	3576	0.205	0.071	0.316	0.114	0.671	0.336	0.565	0.273	0.482	0.209	0.891	0.575
ENSG00000008118.5	CAMK1G	protein_coding	chr1	209757062	209787283	+	2676	0.055	0.203	0.041	0.249	0.034	0.204	0	0.047	0.042	0.128	0.015	0.026
ENSG00000008128.18	CDK11A	protein_coding	chr1	1634169	1655766	-	4707	3.482	2.389	3.141	2.492	3.137	2.803	2.426	1.925	2.73	1.591	2.548	1.845
ENSG00000008130.11	NADK	protein_coding	chr1	1682671	1711896	-	5637	26.927	24.874	25.227	25.1	16.41	19.916	21.225	22.024	20.927	22.254	15.1	18.761
ENSG00000008226.15	DLEC1	protein_coding	chr3	38080696	38165516	+	8338	0.404	0.244	0.459	0.359	0.553	0.289	0.219	0.06	0.18	0.075	0.193	0.064
ENSG00000008256.11	CYTH3	protein_coding	chr7	6201407	6312275	-	5805	3.643	1.387	3.168	1.326	7.463	3.667	2.998	1.057	2.626	1.038	4.477	2.992
ENSG00000008277.10	ADAM22	protein_coding	chr7	87563458	87832204	+	12217	0.386	0.243	0.373	0.209	0.408	0.269	0.412	0.234	0.54	0.222	0.515	0.212
ENSG00000008282.3	SYPL1	protein_coding	chr7	105730949	105753022	-	2794	35.55	15.266	36.168	17.255	46.103	28.101	58.927	20.118	57.707	19.36	50.377	33.983
ENSG00000008283.11	CYB561	protein_coding	chr17	61509665	61523739	-	5320	3.335	8.849	3.45	9.062	2.263	6.447	0.969	6.811	1.021	7.269	2.505	6.868
ENSG00000008294.16	SPAG9	protein_coding	chr17	49039535	49198226	-	11948	6.911	7.045	7.351	6.937	9.681	12.002	8.186	11.36	8.415	10.902	12.297	20.426
ENSG00000008300.10	CELSR3	protein_coding	chr3	48673902	48700348	-	13888	0.935	3.442	0.85	3.764	0.611	1.302	0.808	2.813	0.788	3.03	0.586	0.799
ENSG00000008311.10	AASS	protein_coding	chr7	121715701	121784334	-	4591	3.546	0.434	3.538	0.508	3.025	1.389	5.475	0.521	5.557	0.591	4.847	1.683
ENSG00000008324.6	SS18L2	protein_coding	chr3	42623332	42636606	+	1301	27.586	34.875	23.736	31.226	24.753	28.774	20.386	30.173	19.494	28.502	27.198	30.62
ENSG00000008382.11	MPND	protein_coding	chr19	4343524	4360083	+	2049	5.392	2.903	5.332	2.961	7.25	5.266	4.45	1.98	4.132	1.95	4.452	2.664
ENSG00000008394.8	MGST1	protein_coding	chr12	16500076	16762193	+	6213	0.818	0.566	0.697	0.453	0.876	0.481	0.402	0.299	0.41	0.256	0.063	0.034
ENSG00000008405.7	CRY1	protein_coding	chr12	107385142	107487607	-	5062	4.734	4.356	4.755	4.422	6.681	7.338	4.096	6.003	3.841	5.92	7.472	9.172
ENSG00000008438.4	PGLYRP1	protein_coding	chr19	46522411	46526323	-	720	0.508	0.302	0.051	0.308	0	0.203	0	0.262	0.26	0.26	0.055	0.049
ENSG00000008441.12	NFIX	protein_coding	chr19	13106422	13209610	+	6302	1.335	1.623	1.566	1.779	0.835	0.995	2.12	2.75	1.849	2.684	1.435	1.513
ENSG00000008513.10	ST3GAL1	protein_coding	chr8	134467091	134584183	-	8730	13.024	4.246	13.682	4.628	10.136	6.589	21.761	4.273	20.52	3.611	8.67	5.708
ENSG00000008516.12	MMP25	protein_coding	chr16	3096682	3110727	+	4126	0.364	0.65	0.406	0.493	0.302	0.38	0.365	0.076	0.227	0.083	0.038	0.077
ENSG00000008517.12	IL32	protein_coding	chr16	3115298	3131908	+	2924	9.521	14.649	9.913	15.463	22.469	32.087	4.772	8.046	5.176	8.369	2.111	2.17
ENSG00000008710.13	PKD1	protein_coding	chr16	2138711	2185899	-	18532	6.331	6.357	6.471	7.006	7.718	7.152	6.073	5.676	6.01	5.78	6.089	5.252
ENSG00000008735.10	MAPK8IP2	protein_coding	chr22	51039114	51052409	+	6107	0.114	0.107	0.054	0.176	0.128	0.203	0.071	0.093	0.067	0.066	0.116	0.162
ENSG00000008838.13	MED24	protein_coding	chr17	38175350	38217468	-	6962	17.325	16.738	16.299	16.996	15.003	15.382	14.617	15.65	14.77	15.889	14.898	14.61
ENSG00000008853.12	RHOBTB2	protein_coding	chr8	22844930	22877712	+	6580	11.765	2.58	10.703	2.519	4.908	3.9	10.845	2.591	9.861	1.675	4.888	4.282
ENSG00000008869.7	HEATR5B	protein_coding	chr2	37195526	37311485	-	8206	15.189	7.054	15.776	6.736	16.276	10.403	20.812	5.301	20.333	4.796	16.75	8.906
ENSG00000008952.12	SEC62	protein_coding	chr3	169684423	169716161	+	7928	33.543	27.718	32.158	25.71	43.494	37.876	40.274	34.565	39.356	34.296	55.672	53.609
ENSG00000008988.5	RPS20	protein_coding	chr8	56979854	56987069	-	2931	226.308	185.699	220.568	187.397	236.49	172.987	201.831	153.343	179.163	154.447	193.231	141.1
ENSG00000009307.11	CSDE1	protein_coding	chr1	115259534	115301297	-	5755	90.586	100.134	93.06	95.858	114.102	106.21	119.193	109.786	116.464	109.509	119.119	116.565
ENSG00000009335.13	UBE3C	protein_coding	chr7	156931607	157062066	+	9218	11.942	20.389	11.847	19.796	11.882	18.285	11.491	23.415	11.029	23.286	12.109	19.455
ENSG00000009413.11	REV3L	protein_coding	chr6	111620234	111804918	-	12417	3.922	3.838	3.953	4.011	5.722	5.927	7.046	7.797	6.725	7.157	8.796	11.951
ENSG00000009694.9	TENM1	protein_coding	chrX	123509753	124097666	-	12896	0.184	0.121	0.198	0.075	0.268	0.198	0.009	0.01	0.017	0.007	0.006	0.005
ENSG00000009724.12	MASP2	protein_coding	chr1	11086580	11107290	-	4251	3.417	2.09	3.709	2.507	2.518	1.852	4.262	2.412	4.556	2.812	3.052	1.792
ENSG00000009780.11	FAM76A	protein_coding	chr1	28052490	28089633	+	4034	6.566	5.628	5.922	4.962	8.326	7.093	6.948	5.209	7.253	5.548	9.483	7.204
ENSG00000009790.10	TRAF3IP3	protein_coding	chr1	209929377	209955668	+	7753	53.303	11.386	52.296	11.487	44.637	15.205	53.982	2.844	56.131	2.802	37.648	4.937
ENSG00000009830.7	POMT2	protein_coding	chr14	77741299	77787227	-	10012	2.971	3.59	2.648	3.681	4.53	3.637	2.194	3.516	2.267	3.485	4.767	4.025
ENSG00000009844.11	VTA1	protein_coding	chr6	142468367	142545826	+	7194	7.12	9.332	6.631	8.934	8.536	9.738	6.943	10.371	6.728	10.318	7.722	10.513
ENSG00000009950.11	MLXIPL	protein_coding	chr7	73007524	73038873	-	4815	0	0.008	0	0.008	0.019	0	0.008	0.007	0.008	0	0.008	0.007
ENSG00000009954.6	BAZ1B	protein_coding	chr7	72854728	72936608	-	7053	22.159	27.11	24.225	27.242	26.499	28.807	28.324	36.891	28.867	36.072	31.663	34.778
ENSG00000010017.9	RANBP9	protein_coding	chr6	13621730	13711796	-	3480	17.588	13.851	16.826	12.62	19.661	17.052	13.887	12.69	14.328	11.292	18.348	18.22
ENSG00000010030.9	ETV7	protein_coding	chr6	36322419	36356164	-	2369	2.116	3.475	1.476	3.623	1.071	0.215	1.138	1.925	1.423	2.069	0.963	0.18
ENSG00000010072.11	SPRTN	protein_coding	chr1	231472850	231490769	+	5906	2.156	2.198	2.232	2.092	2.219	2.518	2.195	2.439	2.277	2.241	2.51	2.958
ENSG00000010165.15	METTL13	protein_coding	chr1	171750788	171783163	+	3843	16.621	26.774	15.749	25.648	18.308	25.609	14.607	28.532	13.637	27.688	16.615	24.181
ENSG00000010219.9	DYRK4	protein_coding	chr12	4671370	4723325	+	5911	3.051	2.737	3.031	2.422	2.115	2.553	3.87	2.405	3.917	2.54	2.162	2.129
ENSG00000010244.12	ZNF207	protein_coding	chr17	30677136	30708905	+	15834	20.362	18.251	21.338	17.675	17.721	17.977	22.972	20.354	24.61	20.748	21.757	21.573
ENSG00000010256.6	UQCRC1	protein_coding	chr3	48636435	48648409	-	3236	33.057	29.185	32.139	29.099	27.687	30.458	22.199	20.325	21.463	19.677	23.388	24.237
ENSG00000010270.9	STARD3NL	protein_coding	chr7	38217824	38270272	+	4348	6.361	5.964	5.988	5.812	7.555	7.738	6.136	5.744	5.798	5.485	7.352	8.322
ENSG00000010278.7	CD9	protein_coding	chr12	6308881	6347425	+	3218	9.413	1.815	9.347	1.69	15.082	11.769	7.33	1.359	6.496	1.096	7.905	7.996
ENSG00000010292.8	NCAPD2	protein_coding	chr12	6602522	6641121	+	6487	16.18	5.68	15.477	5.344	15.469	7.479	17.857	3.384	17.769	3.113	15.582	5.742
ENSG00000010295.15	IFFO1	protein_coding	chr12	6647541	6665239	-	5193	16.971	5.406	16.22	5.408	15.69	6.977	13.329	2.078	14.276	1.923	11.962	3.583
ENSG00000010310.4	GIPR	protein_coding	chr19	46171502	46186982	+	4736	0.456	0.383	0.477	0.477	0.799	0.839	0.167	0.086	0.166	0.079	0.191	0.165
ENSG00000010318.15	PHF7	protein_coding	chr3	52444673	52457657	+	3367	2.955	1.745	3.331	1.945	4.111	2.317	2.944	0.972	3.727	1.168	2.838	1.305
ENSG00000010319.2	SEMA3G	protein_coding	chr3	52467069	52479101	-	5011	0.058	0.051	0.022	0.03	0.028	0.022	0.016	0.013	0.022	0.019	0.031	0.014
ENSG00000010322.11	NISCH	protein_coding	chr3	52489134	52527087	+	9161	27.898	18.053	26.784	19.326	29.25	20.921	28.786	14.458	29.364	14.988	26.742	15.943
ENSG00000010327.6	STAB1	protein_coding	chr3	52529354	52558511	+	10588	0.508	0.226	0.351	0.227	1.024	0.468	0.142	0.154	0.23	0.115	0.115	0.02
ENSG00000010361.9	FUZ	protein_coding	chr19	50310126	50320633	-	2951	4.984	2.458	4.677	2.144	5.503	2.582	5.575	1.151	5.357	1.259	3.824	1.285
ENSG00000010379.11	SLC6A13	protein_coding	chr12	329789	372039	-	4241	0	0.051	0.026	0.052	0.185	0.077	0.028	0.015	0.035	0.007	0.111	0.075
ENSG00000010404.13	IDS	protein_coding	chrX	148558521	148615470	-	10496	18.512	8.863	18.61	9.112	41.218	19.955	28.286	9.707	27.789	8.517	47.082	22.725
ENSG00000010539.7	ZNF200	protein_coding	chr16	3272325	3286221	-	7498	3.323	4.987	3.502	5.018	3.446	4.341	3.104	5.449	3.242	5.607	3.204	4.216
ENSG00000010610.5	CD4	protein_coding	chr12	6896024	6929974	+	4583	3.193	2.089	3.488	2.454	13.037	7.906	0.683	0.364	0.768	0.286	0.377	0.232
ENSG00000010626.10	LRRC23	protein_coding	chr12	6982733	7023407	+	3054	2.599	1.758	2.504	1.381	2.946	1.826	2.609	1.03	2.649	1.073	2.356	1.311
ENSG00000010671.11	BTK	protein_coding	chrX	100604435	100641183	-	4227	73.566	34.458	74.735	30.207	54.835	33.294	85.384	24.221	88.534	25.446	73.797	41.453
ENSG00000010704.14	HFE	protein_coding	chr6	26087509	26098571	+	5675	1.186	0.128	1.238	0.117	1.008	0.141	1.6	0.094	1.591	0.072	0.866	0.087
ENSG00000010803.12	SCMH1	protein_coding	chr1	41492872	41707826	-	4447	8.605	14.941	7.943	14.718	4.554	7.664	7.06	16.643	7.017	16.824	6.569	8.775
ENSG00000010810.13	FYN	protein_coding	chr6	111981535	112194655	-	7411	18.048	8.838	17.517	8.607	31.55	18.572	9.431	6.095	9.306	6.183	14.053	11.387
ENSG00000010818.4	HIVEP2	protein_coding	chr6	143072604	143266338	-	9774	11.323	10.661	11.591	12.447	15.247	21.958	20.937	23.238	19.857	19.988	17.989	31.054
ENSG00000010932.11	FMO1	protein_coding	chr1	171217638	171255117	+	3574	0.061	0.01	0.071	0.01	0.026	0.01	0	0	0.01	0.009	0	0.02
ENSG00000011007.8	TCEB3	protein_coding	chr1	24069645	24088549	+	5391	12.71	22.76	12.544	21.681	12.974	25.855	15.84	26.571	15.065	24.283	17.073	29.774
ENSG00000011009.6	LYPLA2	protein_coding	chr1	24117460	24122029	+	2196	27.322	33.956	25.703	31.894	24.056	30.907	17.529	23.848	16.018	24.547	18.799	25.161
ENSG00000011021.17	CLCN6	protein_coding	chr1	11866207	11903201	+	6884	17.468	14.768	17.414	15.479	17.023	14.715	16.62	17.025	17.898	15.656	20.064	18.019
ENSG00000011028.9	MRC2	protein_coding	chr17	60704762	60770958	+	6860	0.576	0.508	0.733	0.475	0.706	0.521	0.098	0.078	0.137	0.059	0.086	0.067
ENSG00000011105.7	TSPAN9	protein_coding	chr12	3186521	3395730	+	5714	0.077	0.457	0.038	0.427	0.17	0.249	0.097	0.149	0.144	0.208	0.11	0.18
ENSG00000011114.10	BTBD7	protein_coding	chr14	93703896	93799438	-	11333	4.445	3.965	4.039	3.784	4.783	4.882	5.489	4.907	5.213	4.539	6.415	6.47
ENSG00000011132.7	APBA3	protein_coding	chr19	3750817	3761697	-	5556	9.021	6.684	8.881	7.066	7.88	9.847	9.012	5.712	8.084	5.404	7.338	7.495
ENSG00000011143.12	MKS1	protein_coding	chr17	56282803	56296966	-	4073	3.772	2.885	3.907	2.634	4.146	3.517	2.609	1.39	2.943	1.64	2.935	2.01
ENSG00000011198.3	ABHD5	protein_coding	chr3	43731605	43775863	+	3172	1.649	2.538	1.492	2.17	2.182	2.712	1.187	2.152	1.453	2.519	2.343	3.128
ENSG00000011243.13	AKAP8L	protein_coding	chr19	15490859	15529952	-	5081	21.939	11.921	20.756	12.219	22.791	16.278	20.372	10.363	21.005	10.124	22.162	15.311
ENSG00000011258.11	MBTD1	protein_coding	chr17	49254786	49337524	-	7201	8.413	6.497	8.314	6.155	7.438	5.624	10.075	6.556	10.67	6.879	8.801	6.423
ENSG00000011260.9	UTP18	protein_coding	chr17	49337889	49375297	+	2721	22.91	36.215	21.935	34.729	25.535	35.017	21.854	40.217	21.518	40.011	25.243	39.479
ENSG00000011275.14	RNF216	protein_coding	chr7	5659678	5821370	-	7619	18.511	14.471	18.267	15.098	22.381	19.907	20.974	15.345	20.523	15.146	23.98	18.314
ENSG00000011295.11	TTC19	protein_coding	chr17	15902694	15948329	+	5966	9.259	13.982	8.429	12.676	11.623	14.37	8.26	13.281	8.175	14.848	11.73	14.406
ENSG00000011304.12	PTBP1	protein_coding	chr19	797075	812327	+	6969	58.496	82.644	58.905	88.238	52.267	74.323	50.748	102.166	50.679	98.535	57.731	78.74
ENSG00000011332.15	DPF1	protein_coding	chr19	38701646	38720354	-	4800	0.137	0	0.174	0.123	0.125	0.091	0.107	0.033	0.101	0.033	0.057	0.03
ENSG00000011347.5	SYT7	protein_coding	chr11	61282785	61348620	-	5953	0.006	0.116	0	0.05	0.016	0.073	0.007	0.132	0.006	0.152	0.059	0.036
ENSG00000011376.5	LARS2	protein_coding	chr3	45429998	45590913	+	5393	5.963	7.593	6.138	7.238	5.193	7.313	5.329	9.04	5.307	8.809	5.84	7.899
ENSG00000011405.9	PIK3C2A	protein_coding	chr11	17099277	17229530	-	9204	5.938	5.071	6.508	4.752	6.02	5.228	8.261	6.339	9.231	6.291	8.808	8.321
ENSG00000011422.7	PLAUR	protein_coding	chr19	44150247	44174699	-	4457	1.674	1.668	1.25	2.017	1.294	1.145	0.72	0.642	0.723	0.693	0.591	0.374
ENSG00000011426.6	ANLN	protein_coding	chr7	36429415	36493400	+	6012	0.882	0.428	0.8	0.314	0.023	0.042	0.231	0.141	0.299	0.135	0.013	0.018
ENSG00000011451.13	WIZ	protein_coding	chr19	15532319	15560762	-	8155	7.353	11.763	7.81	13.28	7.615	11.425	6.485	14.711	6.279	14.502	7.386	10.761
ENSG00000011454.12	RABGAP1	protein_coding	chr9	125703112	125867145	+	8181	8.34	8.445	8.929	8.688	11.758	9.459	11.087	10.842	10.752	10.759	12.817	11.783
ENSG00000011478.7	QPCTL	protein_coding	chr19	46195741	46207247	+	2396	9.909	5.555	11.004	6.1	13.633	10.208	9.646	6.708	9.021	6.93	16.262	15.517
ENSG00000011485.10	PPP5C	protein_coding	chr19	46850251	46896238	+	7059	9.899	15.003	9.502	14.299	5.183	10.668	6.206	13.484	6.363	14.03	5.547	9.509
ENSG00000011523.9	CEP68	protein_coding	chr2	65283500	65314138	+	8623	5.303	3.268	5.769	3.66	13.221	6.742	7.655	6.398	7.568	5.965	13.966	12.717
ENSG00000011566.10	MAP4K3	protein_coding	chr2	39476407	39664453	-	6067	2.376	1.231	2.665	1.14	3.209	2.439	3.025	1.244	3.087	1.209	4.588	4.656
ENSG00000011590.9	ZBTB32	protein_coding	chr19	36195429	36207940	+	2770	8.479	10.593	8.348	11.861	7.762	18.344	6.569	8.301	7.114	9.522	7.054	16.953
ENSG00000011600.7	TYROBP	protein_coding	chr19	36395303	36399197	-	907	21.942	11.236	16.983	14.522	16.227	8.158	4.24	2.566	4.791	2.581	2.818	0.508
ENSG00000011638.6	TMEM159	protein_coding	chr16	21169698	21191937	+	2558	6.765	2.623	6.093	2.748	13.491	6.469	7.579	1.697	7.205	1.623	12.311	5.431
ENSG00000012048.15	BRCA1	protein_coding	chr17	41196312	41277500	-	8278	3.155	2.94	3.568	2.096	1.862	1.277	1.877	1.246	2.095	1.229	1.444	0.95
ENSG00000012061.11	ERCC1	protein_coding	chr19	45910591	45982086	-	5576	8.516	12.3	8.627	12.999	9.077	10.806	7.33	12.749	7.471	13.009	8.898	9.471
ENSG00000012124.10	CD22	protein_coding	chr19	35810164	35838258	+	5839	104.045	155.093	101.738	168.441	36.876	106.38	106.208	325.725	114.519	333.834	59.329	168.727
ENSG00000012171.13	SEMA3B	processed_transcript	chr3	50304990	50314977	+	5767	0.082	0.075	0.133	0.071	0.072	0.101	0.062	0.033	0.084	0.038	0.102	0.049
ENSG00000012174.7	MBTPS2	protein_coding	chrX	21857754	21903542	+	8927	1.377	1.731	1.534	1.828	1.468	2.348	1.594	3.161	1.637	3.238	1.612	2.684
ENSG00000012211.8	PRICKLE3	protein_coding	chrX	49031151	49042845	-	3396	3.512	2.809	3.431	3.399	2.867	3.156	4.798	2.667	4.754	2.812	3.219	2.526
ENSG00000012223.8	LTF	protein_coding	chr3	46477136	46526724	-	4247	0.25	0.231	0.171	0.322	0.098	0.051	0	0.007	0	0	0	0.008
ENSG00000012232.4	EXTL3	protein_coding	chr8	28457986	28613116	+	13220	2.471	2.283	2.347	2.385	3.078	3.94	2.87	2.812	2.457	2.918	3.655	4.037
ENSG00000012660.9	ELOVL5	protein_coding	chr6	53132196	53213947	-	4223	56.587	71.154	55.421	77.679	38.172	52.021	47.041	90.303	48.31	94.393	50.489	67.92
ENSG00000012779.6	ALOX5	protein_coding	chr10	45869661	45941561	+	3685	78.589	4.035	75.499	4.197	55.226	7.785	105.602	4.234	108.906	4.134	72.093	9.473
ENSG00000012817.11	KDM5D	protein_coding	chrY	21865751	21906825	-	9463	32.718	16.136	30.924	14.713	32.587	19.055	30.373	8.233	32.382	8.962	29.225	15
ENSG00000012822.11	CALCOCO1	protein_coding	chr12	54104903	54121529	-	6296	22.615	3.249	23.263	3.074	26.212	9.362	27.227	1.499	28.328	1.373	23.955	6.721
ENSG00000012963.9	UBR7	protein_coding	chr14	93673401	93695561	+	3694	14.4	10.201	13.663	8.774	13.614	12.423	14.488	9.341	14.36	9.117	13.091	11.974
ENSG00000012983.7	MAP4K5	protein_coding	chr14	50885219	51027844	-	7620	7.379	9.238	7.345	8.57	7.635	8.17	7.97	10.423	8.205	10.802	9.251	11.321
ENSG00000013016.10	EHD3	protein_coding	chr2	31456880	31492313	+	4959	9.48	0.812	9.231	0.821	13.239	1.426	13.414	0.704	12.578	0.604	15.936	1.093
ENSG00000013275.3	PSMC4	protein_coding	chr19	40476912	40487348	+	2387	36.814	54.015	36.415	56.468	30.229	56.164	26.723	61.156	25.753	57.941	32.827	57.416
ENSG00000013288.4	MAN2B2	protein_coding	chr4	6576902	6625089	+	8898	10.012	4.447	10.055	4.944	12.517	7.083	10.746	2.892	10.55	2.971	9.39	4.33
ENSG00000013297.6	CLDN11	protein_coding	chr3	170136653	170578169	+	6032	0.188	0.066	0.175	0.037	0.046	0.097	0.171	0.068	0.124	0.036	0.124	0.035
ENSG00000013306.11	SLC25A39	protein_coding	chr17	42396993	42402238	-	3526	44.729	86.125	40.619	85.899	28.433	51.626	23.262	69.974	23.904	74.483	26.427	45.051
ENSG00000013364.14	MVP	protein_coding	chr16	29831715	29859355	+	6136	31.445	37.007	29.638	41.281	45.046	64.685	23.77	20.587	23.45	21.482	29.436	34.904
ENSG00000013374.11	NUB1	protein_coding	chr7	151038785	151075535	+	5411	17.991	5.704	17.161	5.723	22.876	9.97	23.496	2.994	23.026	2.873	22.06	8.004
ENSG00000013375.11	PGM3	protein_coding	chr6	83870869	83903655	-	7331	4.866	3.3	4.53	2.983	4.55	3.028	5.213	2.128	5.483	2.18	6.849	4.747
ENSG00000013392.6	RWDD2A	protein_coding	chr6	83903098	83908651	+	4686	3.029	1.532	2.891	1.54	4.056	2.38	2.724	0.819	2.806	0.739	3.692	1.898
ENSG00000013441.11	CLK1	protein_coding	chr2	201717732	201729422	-	5125	81.213	29.97	75.318	30.365	65.518	39.054	114.252	32.363	113.333	31.682	97.045	54.901
ENSG00000013503.5	POLR3B	protein_coding	chr12	106751436	106903976	+	4858	2.854	3.673	3.171	3.701	2.897	4.239	2.399	3.755	2.259	3.746	2.566	4.239
ENSG00000013523.5	ANGEL1	protein_coding	chr14	77253588	77292589	-	5347	8.99	10.154	8.874	11.21	8.758	9.544	9.327	14.948	8.933	14.506	8.302	10.857
ENSG00000013561.13	RNF14	protein_coding	chr5	141337893	141369856	+	4834	6.001	7.278	6.124	7.616	12.064	11.831	7.594	8.504	7.563	8.394	10.272	11.445
ENSG00000013563.9	DNASE1L1	protein_coding	chrX	153629579	153640449	-	4130	4.358	1.712	4.118	1.881	4.882	3.001	4.214	1.371	4.544	1.187	4.312	2.188
ENSG00000013573.12	DDX11	protein_coding	chr12	31226779	31257725	+	8374	6.343	6.757	5.753	6.15	3.697	4.466	4.819	5.251	5.104	5.263	3.958	3.767
ENSG00000013583.4	HEBP1	protein_coding	chr12	13127798	13153207	-	3442	3.497	2.571	3.555	2.73	5.402	3.632	3.006	1.764	3.167	1.886	4.284	2.121
ENSG00000013588.5	GPRC5A	protein_coding	chr12	13043716	13070871	+	8440	0.004	0.004	0	0	0.022	0.013	0	0.004	0.004	0.007	0.084	0.038
ENSG00000013619.9	MAMLD1	protein_coding	chrX	149529689	149682448	+	5958	1.492	1.516	1.369	1.639	0.945	2.074	0.579	0.839	0.66	1.084	0.673	2.082
ENSG00000013725.10	CD6	protein_coding	chr11	60739115	60787849	+	5995	15.287	9.934	14.542	12.202	63.159	34.128	5.508	1.448	5.486	1.468	10.959	2.477
ENSG00000013810.14	TACC3	protein_coding	chr4	1723227	1746898	+	4682	21.363	13.44	21.148	12.241	16.348	10.526	13.429	4.474	12.938	4.26	8.036	3.187
ENSG00000014123.9	UFL1	protein_coding	chr6	96969471	97003152	+	4539	14.556	11.73	14.85	10.964	19.241	14.085	17.844	10	19.023	10.597	20.105	13.961
ENSG00000014138.4	POLA2	protein_coding	chr11	65029233	65073060	+	5726	8.153	7.075	7.689	6.591	4.842	6.423	6.508	4.719	6.235	4.732	4.443	5.044
